Time Step: 105
X, Y, Psi
0.81000, 0.29000, -1.77284
0.83000, 0.29000, -1.67089
0.85000, 0.29000, -1.54258
0.87000, 0.29000, -1.38995
0.89000, 0.29000, -1.21540
0.91000, 0.29000, -1.02168
0.93000, 0.29000, -0.81185
0.95000, 0.29000, -0.58921
0.97000, 0.29000, -0.35725
0.99000, 0.29000, -0.11953
1.00000, 0.29000, -0.00000
0.00000, 0.31000, 0.00000
0.01000, 0.31000, 0.11474
0.03000, 0.31000, 0.34293
0.05000, 0.31000, 0.56561
0.07000, 0.31000, 0.77932
0.09000, 0.31000, 0.98075
0.11000, 0.31000, 1.16670
0.13000, 0.31000, 1.33426
0.15000, 0.31000, 1.48078
0.17000, 0.31000, 1.60394
0.19000, 0.31000, 1.70181
0.21000, 0.31000, 1.77284
0.23000, 0.31000, 1.81591
0.25000, 0.31000, 1.83034
0.27000, 0.31000, 1.81591
0.29000, 0.31000, 1.77284
0.31000, 0.31000, 1.70181
0.33000, 0.31000, 1.60394
0.35000, 0.31000, 1.48078
0.37000, 0.31000, 1.33426
0.39000, 0.31000, 1.16670
0.41000, 0.31000, 0.98075
0.43000, 0.31000, 0.77932
0.45000, 0.31000, 0.56561
0.47000, 0.31000, 0.34297
0.49000, 0.31000, 0.11493
0.51000, 0.31000, -0.11493
0.53000, 0.31000, -0.34297
0.55000, 0.31000, -0.56561
0.57000, 0.31000, -0.77932
0.59000, 0.31000, -0.98075
0.61000, 0.31000, -1.16670
0.63000, 0.31000, -1.33426
0.65000, 0.31000, -1.48078
0.67000, 0.31000, -1.60394
0.69000, 0.31000, -1.70181
0.71000, 0.31000, -1.77284
0.73000, 0.31000, -1.81591
0.75000, 0.31000, -1.83034
0.77000, 0.31000, -1.81591
0.79000, 0.31000, -1.77284
0.81000, 0.31000, -1.70181
0.83000, 0.31000, -1.60394
0.85000, 0.31000, -1.48078
0.87000, 0.31000, -1.33426
0.89000, 0.31000, -1.16670
0.91000, 0.31000, -0.98075
0.93000, 0.31000, -0.77932
0.95000, 0.31000, -0.56561
0.97000, 0.31000, -0.34293
0.99000, 0.31000, -0.11474
1.00000, 0.31000, -0.00000
0.00000, 0.33000, 0.00000
0.01000, 0.33000, 0.10814
0.03000, 0.33000, 0.32321
0.05000, 0.33000, 0.53308
0.07000, 0.33000, 0.73450
0.09000, 0.33000, 0.92435
0.11000, 0.33000, 1.09961
0.13000, 0.33000, 1.25753
0.15000, 0.33000, 1.39562
0.17000, 0.33000, 1.51170
0.19000, 0.33000, 1.60394
0.21000, 0.33000, 1.67089
0.23000, 0.33000, 1.71148
0.25000, 0.33000, 1.72508
0.27000, 0.33000, 1.71148
0.29000, 0.33000, 1.67089
0.31000, 0.33000, 1.60394
0.33000, 0.33000, 1.51170
0.35000, 0.33000, 1.39562
0.37000, 0.33000, 1.25753
0.39000, 0.33000, 1.09961
0.41000, 0.33000, 0.92435
0.43000, 0.33000, 0.73450
0.45000, 0.33000, 0.53308
0.47000, 0.33000, 0.32325
0.49000, 0.33000, 0.10832
0.51000, 0.33000, -0.10832
0.53000, 0.33000, -0.32325
0.55000, 0.33000, -0.53308
0.57000, 0.33000, -0.73450
0.59000, 0.33000, -0.92435
0.61000, 0.33000, -1.09961
0.63000, 0.33000, -1.25753
0.65000, 0.33000, -1.39562
0.67000, 0.33000, -1.51170
0.69000, 0.33000, -1.60394
0.71000, 0.33000, -1.67089
0.73000, 0.33000, -1.71148
0.75000, 0.33000, -1.72508
0.77000, 0.33000, -1.71148
0.79000, 0.33000, -1.67089
0.81000, 0.33000, -1.60394
0.83000, 0.33000, -1.51170
0.85000, 0.33000, -1.39562
0.87000, 0.33000, -1.25753
0.89000, 0.33000, -1.09961
0.91000, 0.33000, -0.92435
0.93000, 0.33000, -0.73450
0.95000, 0.33000, -0.53308
0.97000, 0.33000, -0.32321
0.99000, 0.33000, -0.10814
1.00000, 0.33000, -0.00000
0.00000, 0.35000, 0.00000
0.01000, 0.35000, 0.09983
0.03000, 0.35000, 0.29839
0.05000, 0.35000, 0.49215
0.07000, 0.35000, 0.67810
0.09000, 0.35000, 0.85337
0.11000, 0.35000, 1.01517
0.13000, 0.35000, 1.16097
0.15000, 0.35000, 1.28845
0.17000, 0.35000, 1.39562
0.19000, 0.35000, 1.48078
0.21000, 0.35000, 1.54258
0.23000, 0.35000, 1.58006
0.25000, 0.35000, 1.59262
0.27000, 0.35000, 1.58006
0.29000, 0.35000, 1.54258
0.31000, 0.35000, 1.48078
0.33000, 0.35000, 1.39562
0.35000, 0.35000, 1.28845
0.37000, 0.35000, 1.16097
0.39000, 0.35000, 1.01517
0.41000, 0.35000, 0.85337
0.43000, 0.35000, 0.67810
0.45000, 0.35000, 0.49215
0.47000, 0.35000, 0.29843
0.49000, 0.35000, 0.10000
0.51000, 0.35000, -0.10000
0.53000, 0.35000, -0.29843
0.55000, 0.35000, -0.49215
0.57000, 0.35000, -0.67810
0.59000, 0.35000, -0.85337
0.61000, 0.35000, -1.01517
0.63000, 0.35000, -1.16097
0.65000, 0.35000, -1.28845
0.67000, 0.35000, -1.39562
0.69000, 0.35000, -1.48078
0.71000, 0.35000, -1.54258
0.73000, 0.35000, -1.58006
0.75000, 0.35000, -1.59262
0.77000, 0.35000, -1.58006
0.79000, 0.35000, -1.54258
0.81000, 0.35000, -1.48078
0.83000, 0.35000, -1.39562
0.85000, 0.35000, -1.28845
0.87000, 0.35000, -1.16097
0.89000, 0.35000, -1.01517
0.91000, 0.35000, -0.85337
0.93000, 0.35000, -0.67810
0.95000, 0.35000, -0.49215
0.97000, 0.35000, -0.29839
0.99000, 0.35000, -0.09983
1.00000, 0.35000, -0.00000
0.00000, 0.37000, 0.00000
0.01000, 0.37000, 0.08996
0.03000, 0.37000, 0.26887
0.05000, 0.37000, 0.44345
0.07000, 0.37000, 0.61101
0.09000, 0.37000, 0.76893
0.11000, 0.37000, 0.91473
0.13000, 0.37000, 1.04610
0.15000, 0.37000, 1.16097
0.17000, 0.37000, 1.25753
0.19000, 0.37000, 1.33426
0.21000, 0.37000, 1.38995
0.23000, 0.37000, 1.42372
0.25000, 0.37000, 1.43504
0.27000, 0.37000, 1.42372
0.29000, 0.37000, 1.38995
0.31000, 0.37000, 1.33426
0.33000, 0.37000, 1.25753
0.35000, 0.37000, 1.16097
0.37000, 0.37000, 1.04610
0.39000, 0.37000, 0.91473
0.41000, 0.37000, 0.76893
0.43000, 0.37000, 0.61101
0.45000, 0.37000, 0.44345
0.47000, 0.37000, 0.26890
0.49000, 0.37000, 0.09011
0.51000, 0.37000, -0.09011
0.53000, 0.37000, -0.26890
0.55000, 0.37000, -0.44345
0.57000, 0.37000, -0.61101
0.59000, 0.37000, -0.76893
0.61000, 0.37000, -0.91473
0.63000, 0.37000, -1.04610
0.65000, 0.37000, -1.16097
0.67000, 0.37000, -1.25753
0.69000, 0.37000, -1.33426
0.71000, 0.37000, -1.38995
0.73000, 0.37000, -1.42372
0.75000, 0.37000, -1.43504
0.77000, 0.37000, -1.42372
0.79000, 0.37000, -1.38995
0.81000, 0.37000, -1.33426
0.83000, 0.37000, -1.25753
0.85000, 0.37000, -1.16097
0.87000, 0.37000, -1.04610
0.89000, 0.37000, -0.91473
0.91000, 0.37000, -0.76893
0.93000, 0.37000, -0.61101
0.95000, 0.37000, -0.44345
0.97000, 0.37000, -0.26887
0.99000, 0.37000, -0.08996
1.00000, 0.37000, -0.00000
0.00000, 0.39000, 0.00000
0.01000, 0.39000, 0.07866
0.03000, 0.39000, 0.23510
0.05000, 0.39000, 0.38776
0.07000, 0.39000, 0.53428
0.09000, 0.39000, 0.67237
0.11000, 0.39000, 0.79985
0.13000, 0.39000, 0.91473
0.15000, 0.39000, 1.01517
0.17000, 0.39000, 1.09961
0.19000, 0.39000, 1.16670
0.21000, 0.39000, 1.21540
0.23000, 0.39000, 1.24493
0.25000, 0.39000, 1.25482
0.27000, 0.39000, 1.24493
0.29000, 0.39000, 1.21540
0.31000, 0.39000, 1.16670
0.33000, 0.39000, 1.09961
0.35000, 0.39000, 1.01517
0.37000, 0.39000, 0.91473
0.39000, 0.39000, 0.79985
0.41000, 0.39000, 0.67237
0.43000, 0.39000, 0.53428
0.45000, 0.39000, 0.38776
0.47000, 0.39000, 0.23513
0.49000, 0.39000, 0.07879
0.51000, 0.39000, -0.07879
0.53000, 0.39000, -0.23513
0.55000, 0.39000, -0.38776
0.57000, 0.39000, -0.53428
0.59000, 0.39000, -0.67237
0.61000, 0.39000, -0.79985
0.63000, 0.39000, -0.91473
0.65000, 0.39000, -1.01517
0.67000, 0.39000, -1.09961
0.69000, 0.39000, -1.16670
0.71000, 0.39000, -1.21540
0.73000, 0.39000, -1.24493
0.75000, 0.39000, -1.25482
0.77000, 0.39000, -1.24493
0.79000, 0.39000, -1.21540
0.81000, 0.39000, -1.16670
0.83000, 0.39000, -1.09961
0.85000, 0.39000, -1.01517
0.87000, 0.39000, -0.91473
0.89000, 0.39000, -0.79985
0.91000, 0.39000, -0.67237
0.93000, 0.39000, -0.53428
0.95000, 0.39000, -0.38776
0.97000, 0.39000, -0.23510
0.99000, 0.39000, -0.07866
1.00000, 0.39000, -0.00000
0.00000, 0.41000, 0.00000
0.01000, 0.41000, 0.06612
0.03000, 0.41000, 0.19763
0.05000, 0.41000, 0.32596
0.07000, 0.41000, 0.44912
0.09000, 0.41000, 0.56520
0.11000, 0.41000, 0.67237
0.13000, 0.41000, 0.76893
0.15000, 0.41000, 0.85337
0.17000, 0.41000, 0.92435
0.19000, 0.41000, 0.98075
0.21000, 0.41000, 1.02168
0.23000, 0.41000, 1.04650
0.25000, 0.41000, 1.05482
0.27000, 0.41000, 1.04650
0.29000, 0.41000, 1.02168
0.31000, 0.41000, 0.98075
0.33000, 0.41000, 0.92435
0.35000, 0.41000, 0.85337
0.37000, 0.41000, 0.76893
0.39000, 0.41000, 0.67237
0.41000, 0.41000, 0.56520
0.43000, 0.41000, 0.44912
0.45000, 0.41000, 0.32596
0.47000, 0.41000, 0.19765
0.49000, 0.41000, 0.06623
0.51000, 0.41000, -0.06623
0.53000, 0.41000, -0.19765
0.55000, 0.41000, -0.32596
0.57000, 0.41000, -0.44912
0.59000, 0.41000, -0.56520
0.61000, 0.41000, -0.67237
0.63000, 0.41000, -0.76893
0.65000, 0.41000, -0.85337
0.67000, 0.41000, -0.92435
0.69000, 0.41000, -0.98075
0.71000, 0.41000, -1.02168
0.73000, 0.41000, -1.04650
0.75000, 0.41000, -1.05482
0.77000, 0.41000, -1.04650
0.79000, 0.41000, -1.02168
0.81000, 0.41000, -0.98075
0.83000, 0.41000, -0.92435
0.85000, 0.41000, -0.85337
0.87000, 0.41000, -0.76893
0.89000, 0.41000, -0.67237
0.91000, 0.41000, -0.56520
0.93000, 0.41000, -0.44912
0.95000, 0.41000, -0.32596
0.97000, 0.41000, -0.19763
0.99000, 0.41000, -0.06612
1.00000, 0.41000, -0.00000
0.00000, 0.43000, 0.00000
0.01000, 0.43000, 0.05254
0.03000, 0.43000, 0.15704
0.05000, 0.43000, 0.25901
0.07000, 0.43000, 0.35688
0.09000, 0.43000, 0.44912
0.11000, 0.43000, 0.53428
0.13000, 0.43000, 0.61101
0.15000, 0.43000, 0.67810
0.17000, 0.43000, 0.73450
0.19000, 0.43000, 0.77932
0.21000, 0.43000, 0.81185
0.23000, 0.43000, 0.83157
0.25000, 0.43000, 0.83818
0.27000, 0.43000, 0.83157
0.29000, 0.43000, 0.81185
0.31000, 0.43000, 0.77932
0.33000, 0.43000, 0.73450
0.35000, 0.43000, 0.67810
0.37000, 0.43000, 0.61101
0.39000, 0.43000, 0.53428
0.41000, 0.43000, 0.44912
0.43000, 0.43000, 0.35688
0.45000, 0.43000, 0.25901
0.47000, 0.43000, 0.15706
0.49000, 0.43000, 0.05263
0.51000, 0.43000, -0.05263
0.53000, 0.43000, -0.15706
0.55000, 0.43000, -0.25901
0.57000, 0.43000, -0.35688
0.59000, 0.43000, -0.44912
0.61000, 0.43000, -0.53428
0.63000, 0.43000, -0.61101
0.65000, 0.43000, -0.67810
0.67000, 0.43000, -0.73450
0.69000, 0.43000, -0.77932
0.71000, 0.43000, -0.81185
0.73000, 0.43000, -0.83157
0.75000, 0.43000, -0.83818
0.77000, 0.43000, -0.83157
0.79000, 0.43000, -0.81185
0.81000, 0.43000, -0.77932
0.83000, 0.43000, -0.73450
0.85000, 0.43000, -0.67810
0.87000, 0.43000, -0.61101
0.89000, 0.43000, -0.53428
0.91000, 0.43000, -0.44912
0.93000, 0.43000, -0.35688
0.95000, 0.43000, -0.25901
0.97000, 0.43000, -0.15704
0.99000, 0.43000, -0.05254
1.00000, 0.43000, -0.00000
0.00000, 0.45000, 0.00000
0.01000, 0.45000, 0.03813
0.03000, 0.45000, 0.11398
0.05000, 0.45000, 0.18798
0.07000, 0.45000, 0.25901
0.09000, 0.45000, 0.32596
0.11000, 0.45000, 0.38776
0.13000, 0.45000, 0.44345
0.15000, 0.45000, 0.49215
0.17000, 0.45000, 0.53308
0.19000, 0.45000, 0.56561
0.21000, 0.45000, 0.58921
0.23000, 0.45000, 0.60353
0.25000, 0.45000, 0.60833
0.27000, 0.45000, 0.60353
0.29000, 0.45000, 0.58921
0.31000, 0.45000, 0.56561
0.33000, 0.45000, 0.53308
0.35000, 0.45000, 0.49215
0.37000, 0.45000, 0.44345
0.39000, 0.45000, 0.38776
0.41000, 0.45000, 0.32596
0.43000, 0.45000, 0.25901
0.45000, 0.45000, 0.18798
0.47000, 0.45000, 0.11399
0.49000, 0.45000, 0.03820
0.51000, 0.45000, -0.03820
0.53000, 0.45000, -0.11399
0.55000, 0.45000, -0.18798
0.57000, 0.45000, -0.25901
0.59000, 0.45000, -0.32596
0.61000, 0.45000, -0.38776
0.63000, 0.45000, -0.44345
0.65000, 0.45000, -0.49215
0.67000, 0.45000, -0.53308
0.69000, 0.45000, -0.56561
0.71000, 0.45000, -0.58921
0.73000, 0.45000, -0.60353
0.75000, 0.45000, -0.60833
0.77000, 0.45000, -0.60353
0.79000, 0.45000, -0.58921
0.81000, 0.45000, -0.56561
0.83000, 0.45000, -0.53308
0.85000, 0.45000, -0.49215
0.87000, 0.45000, -0.44345
0.89000, 0.45000, -0.38776
0.91000, 0.45000, -0.32596
0.93000, 0.45000, -0.25901
0.95000, 0.45000, -0.18798
0.97000, 0.45000, -0.11398
0.99000, 0.45000, -0.03813
1.00000, 0.45000, -0.00000
0.00000, 0.47000, 0.00000
0.01000, 0.47000, 0.02312
0.03000, 0.47000, 0.06911
0.05000, 0.47000, 0.11399
0.07000, 0.47000, 0.15706
0.09000, 0.47000, 0.19765
0.11000, 0.47000, 0.23513
0.13000, 0.47000, 0.26890
0.15000, 0.47000, 0.29843
0.17000, 0.47000, 0.32325
0.19000, 0.47000, 0.34297
0.21000, 0.47000, 0.35729
0.23000, 0.47000, 0.36597
0.25000, 0.47000, 0.36888
0.27000, 0.47000, 0.36597
0.29000, 0.47000, 0.35729
0.31000, 0.47000, 0.34297
0.33000, 0.47000, 0.32325
0.35000, 0.47000, 0.29843
0.37000, 0.47000, 0.26890
0.39000, 0.47000, 0.23513
0.41000, 0.47000, 0.19765
0.43000, 0.47000, 0.15706
0.45000, 0.47000, 0.11399
0.47000, 0.47000, 0.06912
0.49000, 0.47000, 0.02316
0.51000, 0.47000, -0.02316
0.53000, 0.47000, -0.06912
0.55000, 0.47000, -0.11399
0.57000, 0.47000, -0.15706
0.59000, 0.47000, -0.19765
0.61000, 0.47000, -0.23513
0.63000, 0.47000, -0.26890
0.65000, 0.47000, -0.29843
0.67000, 0.47000, -0.32325
0.69000, 0.47000, -0.34297
0.71000, 0.47000, -0.35729
0.73000, 0.47000, -0.36597
0.75000, 0.47000, -0.36888
0.77000, 0.47000, -0.36597
0.79000, 0.47000, -0.35729
0.81000, 0.47000, -0.34297
0.83000, 0.47000, -0.32325
0.85000, 0.47000, -0.29843
0.87000, 0.47000, -0.26890
0.89000, 0.47000, -0.23513
0.91000, 0.47000, -0.19765
0.93000, 0.47000, -0.15706
0.95000, 0.47000, -0.11399
0.97000, 0.47000, -0.06911
0.99000, 0.47000, -0.02312
1.00000, 0.47000, -0.00000
0.00000, 0.49000, 0.00000
0.01000, 0.49000, 0.00775
0.03000, 0.49000, 0.02316
0.05000, 0.49000, 0.03820
0.07000, 0.49000, 0.05263
0.09000, 0.49000, 0.06623
0.11000, 0.49000, 0.07879
0.13000, 0.49000, 0.09011
0.15000, 0.49000, 0.10000
0.17000, 0.49000, 0.10832
0.19000, 0.49000, 0.11493
0.21000, 0.49000, 0.11972
0.23000, 0.49000, 0.12263
0.25000, 0.49000, 0.12361
0.27000, 0.49000, 0.12263
0.29000, 0.49000, 0.11972
0.31000, 0.49000, 0.11493
0.33000, 0.49000, 0.10832
0.35000, 0.49000, 0.10000
0.37000, 0.49000, 0.09011
0.39000, 0.49000, 0.07879
0.41000, 0.49000, 0.06623
0.43000, 0.49000, 0.05263
0.45000, 0.49000, 0.03820
0.47000, 0.49000, 0.02316
0.49000, 0.49000, 0.00776
0.51000, 0.49000, -0.00776
0.53000, 0.49000, -0.02316
0.55000, 0.49000, -0.03820
0.57000, 0.49000, -0.05263
0.59000, 0.49000, -0.06623
0.61000, 0.49000, -0.07879
0.63000, 0.49000, -0.09011
0.65000, 0.49000, -0.10000
0.67000, 0.49000, -0.10832
0.69000, 0.49000, -0.11493
0.71000, 0.49000, -0.11972
0.73000, 0.49000, -0.12263
0.75000, 0.49000, -0.12361
0.77000, 0.49000, -0.12263
0.79000, 0.49000, -0.11972
0.81000, 0.49000, -0.11493
0.83000, 0.49000, -0.10832
0.85000, 0.49000, -0.10000
0.87000, 0.49000, -0.09011
0.89000, 0.49000, -0.07879
0.91000, 0.49000, -0.06623
0.93000, 0.49000, -0.05263
0.95000, 0.49000, -0.03820
0.97000, 0.49000, -0.02316
0.99000, 0.49000, -0.00775
1.00000, 0.49000, -0.00000
0.00000, 0.51000, 0.00000
0.01000, 0.51000, -0.00775
0.03000, 0.51000, -0.02316
0.05000, 0.51000, -0.03820
0.07000, 0.51000, -0.05263
0.09000, 0.51000, -0.06623
0.11000, 0.51000, -0.07879
0.13000, 0.51000, -0.09011
0.15000, 0.51000, -0.10000
0.17000, 0.51000, -0.10832
0.19000, 0.51000, -0.11493
0.21000, 0.51000, -0.11972
0.23000, 0.51000, -0.12263
0.25000, 0.51000, -0.12361
0.27000, 0.51000, -0.12263
0.29000, 0.51000, -0.11972
0.31000, 0.51000, -0.11493
0.33000, 0.51000, -0.10832
0.35000, 0.51000, -0.10000
0.37000, 0.51000, -0.09011
0.39000, 0.51000, -0.07879
0.41000, 0.51000, -0.06623
0.43000, 0.51000, -0.05263
0.45000, 0.51000, -0.03820
0.47000, 0.51000, -0.02316
0.49000, 0.51000, -0.00776
0.51000, 0.51000, 0.00776
0.53000, 0.51000, 0.02316
0.55000, 0.51000, 0.03820
0.57000, 0.51000, 0.05263
0.59000, 0.51000, 0.06623
0.61000, 0.51000, 0.07879
0.63000, 0.51000, 0.09011
0.65000, 0.51000, 0.10000
0.67000, 0.51000, 0.10832
0.69000, 0.51000, 0.11493
0.71000, 0.51000, 0.11972
0.73000, 0.51000, 0.12263
0.75000, 0.51000, 0.12361
0.77000, 0.51000, 0.12263
0.79000, 0.51000, 0.11972
0.81000, 0.51000, 0.11493
0.83000, 0.51000, 0.10832
0.85000, 0.51000, 0.10000
0.87000, 0.51000, 0.09011
0.89000, 0.51000, 0.07879
0.91000, 0.51000, 0.06623
0.93000, 0.51000, 0.05263
0.95000, 0.51000, 0.03820
0.97000, 0.51000, 0.02316
0.99000, 0.51000, 0.00775
1.00000, 0.51000, 0.00000
0.00000, 0.53000, 0.00000
0.01000, 0.53000, -0.02312
0.03000, 0.53000, -0.06911
0.05000, 0.53000, -0.11399
0.07000, 0.53000, -0.15706
0.09000, 0.53000, -0.19765
0.11000, 0.53000, -0.23513
0.13000, 0.53000, -0.26890
0.15000, 0.53000, -0.29843
0.17000, 0.53000, -0.32325
0.19000, 0.53000, -0.34297
0.21000, 0.53000, -0.35729
0.23000, 0.53000, -0.36597
0.25000, 0.53000, -0.36888
0.27000, 0.53000, -0.36597
0.29000, 0.53000, -0.35729
0.31000, 0.53000, -0.34297
0.33000, 0.53000, -0.32325
0.35000, 0.53000, -0.29843
0.37000, 0.53000, -0.26890
0.39000, 0.53000, -0.23513
0.41000, 0.53000, -0.19765
0.43000, 0.53000, -0.15706
0.45000, 0.53000, -0.11399
0.47000, 0.53000, -0.06912
0.49000, 0.53000, -0.02316
0.51000, 0.53000, 0.02316
0.53000, 0.53000, 0.06912
0.55000, 0.53000, 0.11399
0.57000, 0.53000, 0.15706
0.59000, 0.53000, 0.19765
0.61000, 0.53000, 0.23513
0.63000, 0.53000, 0.26890
0.65000, 0.53000, 0.29843
0.67000, 0.53000, 0.32325
0.69000, 0.53000, 0.34297
0.71000, 0.53000, 0.35729
0.73000, 0.53000, 0.36597
0.75000, 0.53000, 0.36888
0.77000, 0.53000, 0.36597
0.79000, 0.53000, 0.35729
0.81000, 0.53000, 0.34297
0.83000, 0.53000, 0.32325
0.85000, 0.53000, 0.29843
0.87000, 0.53000, 0.26890
0.89000, 0.53000, 0.23513
0.91000, 0.53000, 0.19765
0.93000, 0.53000, 0.15706
0.95000, 0.53000, 0.11399
0.97000, 0.53000, 0.06911
0.99000, 0.53000, 0.02312
1.00000, 0.53000, 0.00000
0.00000, 0.55000, 0.00000
0.01000, 0.55000, -0.03813
0.03000, 0.55000, -0.11398
0.05000, 0.55000, -0.18798
0.07000, 0.55000, -0.25901
0.09000, 0.55000, -0.32596
0.11000, 0.55000, -0.38776
0.13000, 0.55000, -0.44345
0.15000, 0.55000, -0.49215
0.17000, 0.55000, -0.53308
0.19000, 0.55000, -0.56561
0.21000, 0.55000, -0.58921
0.23000, 0.55000, -0.60353
0.25000, 0.55000, -0.60833
0.27000, 0.55000, -0.60353
0.29000, 0.55000, -0.58921
0.31000, 0.55000, -0.56561
0.33000, 0.55000, -0.53308
0.35000, 0.55000, -0.49215
0.37000, 0.55000, -0.44345
0.39000, 0.55000, -0.38776
0.41000, 0.55000, -0.32596
0.43000, 0.55000, -0.25901
0.45000, 0.55000, -0.18798
0.47000, 0.55000, -0.11399
0.49000, 0.55000, -0.03820
0.51000, 0.55000, 0.03820
0.53000, 0.55000, 0.11399
0.55000, 0.55000, 0.18798
0.57000, 0.55000, 0.25901
0.59000, 0.55000, 0.32596
0.61000, 0.55000, 0.38776
0.63000, 0.55000, 0.44345
0.65000, 0.55000, 0.49215
0.67000, 0.55000, 0.53308
0.69000, 0.55000, 0.56561
0.71000, 0.55000, 0.58921
0.73000, 0.55000, 0.60353
0.75000, 0.55000, 0.60833
0.77000, 0.55000, 0.60353
0.79000, 0.55000, 0.58921
0.81000, 0.55000, 0.56561
0.83000, 0.55000, 0.53308
0.85000, 0.55000, 0.49215
0.87000, 0.55000, 0.44345
0.89000, 0.55000, 0.38776
0.91000, 0.55000, 0.32596
0.93000, 0.55000, 0.25901
0.95000, 0.55000, 0.18798
0.97000, 0.55000, 0.11398
0.99000, 0.55000, 0.03813
1.00000, 0.55000, 0.00000
0.00000, 0.57000, 0.00000
0.01000, 0.57000, -0.05254
0.03000, 0.57000, -0.15704
0.05000, 0.57000, -0.25901
0.07000, 0.57000, -0.35688
0.09000, 0.57000, -0.44912
0.11000, 0.57000, -0.53428
0.13000, 0.57000, -0.61101
0.15000, 0.57000, -0.67810
0.17000, 0.57000, -0.73450
0.19000, 0.57000, -0.77932
0.21000, 0.57000, -0.81185
0.23000, 0.57000, -0.83157
0.25000, 0.57000, -0.83818
0.27000, 0.57000, -0.83157
0.29000, 0.57000, -0.81185
0.31000, 0.57000, -0.77932
0.33000, 0.57000, -0.73450
0.35000, 0.57000, -0.67810
0.37000, 0.57000, -0.61101
0.39000, 0.57000, -0.53428
0.41000, 0.57000, -0.44912
0.43000, 0.57000, -0.35688
0.45000, 0.57000, -0.25901
0.47000, 0.57000, -0.15706
0.49000, 0.57000, -0.05263
0.51000, 0.57000, 0.05263
0.53000, 0.57000, 0.15706
0.55000, 0.57000, 0.25901
0.57000, 0.57000, 0.35688
0.59000, 0.57000, 0.44912
0.61000, 0.57000, 0.53428
0.63000, 0.57000, 0.61101
0.65000, 0.57000, 0.67810
0.67000, 0.57000, 0.73450
0.69000, 0.57000, 0.77932
0.71000, 0.57000, 0.81185
0.73000, 0.57000, 0.83157
0.75000, 0.57000, 0.83818
0.77000, 0.57000, 0.83157
0.79000, 0.57000, 0.81185
0.81000, 0.57000, 0.77932
0.83000, 0.57000, 0.73450
0.85000, 0.57000, 0.67810
0.87000, 0.57000, 0.61101
0.89000, 0.57000, 0.53428
0.91000, 0.57000, 0.44912
0.93000, 0.57000, 0.35688
0.95000, 0.57000, 0.25901
0.97000, 0.57000, 0.15704
0.99000, 0.57000, 0.05254
1.00000, 0.57000, 0.00000
0.00000, 0.59000, 0.00000
0.01000, 0.59000, -0.06612
0.03000, 0.59000, -0.19763
0.05000, 0.59000, -0.32596
0.07000, 0.59000, -0.44912
0.09000, 0.59000, -0.56520
0.11000, 0.59000, -0.67237
0.13000, 0.59000, -0.76893
0.15000, 0.59000, -0.85337
0.17000, 0.59000, -0.92435
0.19000, 0.59000, -0.98075
0.21000, 0.59000, -1.02168
0.23000, 0.59000, -1.04650
0.25000, 0.59000, -1.05482
0.27000, 0.59000, -1.04650
0.29000, 0.59000, -1.02168
0.31000, 0.59000, -0.98075
0.33000, 0.59000, -0.92435
0.35000, 0.59000, -0.85337
0.37000, 0.59000, -0.76893
0.39000, 0.59000, -0.67237
0.41000, 0.59000, -0.56520
0.43000, 0.59000, -0.44912
0.45000, 0.59000, -0.32596
0.47000, 0.59000, -0.19765
0.49000, 0.59000, -0.06623
0.51000, 0.59000, 0.06623
0.53000, 0.59000, 0.19765
0.55000, 0.59000, 0.32596
0.57000, 0.59000, 0.44912
0.59000, 0.59000, 0.56520
0.61000, 0.59000, 0.67237
0.63000, 0.59000, 0.76893
0.65000, 0.59000, 0.85337
0.67000, 0.59000, 0.92435
0.69000, 0.59000, 0.98075
0.71000, 0.59000, 1.02168
0.73000, 0.59000, 1.04650
0.75000, 0.59000, 1.05482
0.77000, 0.59000, 1.04650
0.79000, 0.59000, 1.02168
0.81000, 0.59000, 0.98075
0.83000, 0.59000, 0.92435
0.85000, 0.59000, 0.85337
0.87000, 0.59000, 0.76893
0.89000, 0.59000, 0.67237
0.91000, 0.59000, 0.56520
0.93000, 0.59000, 0.44912
0.95000, 0.59000, 0.32596
0.97000, 0.59000, 0.19763
0.99000, 0.59000, 0.06612
1.00000, 0.59000, 0.00000
0.00000, 0.61000, 0.00000
0.01000, 0.61000, -0.07866
0.03000, 0.61000, -0.23510
0.05000, 0.61000, -0.38776
0.07000, 0.61000, -0.53428
0.09000, 0.61000, -0.67237
0.11000, 0.61000, -0.79985
0.13000, 0.61000, -0.91473
0.15000, 0.61000, -1.01517
0.17000, 0.61000, -1.09961
0.19000, 0.61000, -1.16670
0.21000, 0.61000, -1.21540
0.23000, 0.61000, -1.24493
0.25000, 0.61000, -1.25482
0.27000, 0.61000, -1.24493
0.29000, 0.61000, -1.21540
0.31000, 0.61000, -1.16670
0.33000, 0.61000, -1.09961
0.35000, 0.61000, -1.01517
0.37000, 0.61000, -0.91473
0.39000, 0.61000, -0.79985
0.41000, 0.61000, -0.67237
0.43000, 0.61000, -0.53428
0.45000, 0.61000, -0.38776
0.47000, 0.61000, -0.23513
0.49000, 0.61000, -0.07879
0.51000, 0.61000, 0.07879
0.53000, 0.61000, 0.23513
0.55000, 0.61000, 0.38776
0.57000, 0.61000, 0.53428
0.59000, 0.61000, 0.67237
